osmid,coord,building,amenity,geometry,services,bus
268730101,"(52.07092679514479, 5.091228132757292)",yes,,"POLYGON ((5.0912023 52.0709346, 5.0912302 52.0709445, 5.091254 52.070919, 5.091226 52.0709091, 5.0912023 52.0709346))","['Living', 'Working', 'Entertainment']",Node_173
268730102,"(52.07179583324092, 5.095702315853636)",yes,,"POLYGON ((5.0956837 52.0717763, 5.0956653 52.0717957, 5.0957211 52.0718154, 5.0957392 52.0717959, 5.0956837 52.0717763))","['Living', 'Working', 'Commerce']",Node_43
268730103,"(52.067871645344994, 5.09905018050753)",yes,,"POLYGON ((5.0990543 52.0678449, 5.0990148 52.0678878, 5.0990459 52.0678983, 5.0990856 52.0678558, 5.0990543 52.0678449))","['Living', 'Working', 'Commerce']",Node_59
268730104,"(52.069418160768706, 5.092391132501959)",yes,,"POLYGON ((5.0923592 52.06943, 5.0923904 52.0694413, 5.0924231 52.0694062, 5.0923918 52.0693951, 5.0923592 52.06943))","['Working', 'Commerce', 'Education', 'Entertainment']",Node_105
268730105,"(52.06950098853941, 5.09809321784207)",yes,,"POLYGON ((5.0980921 52.0694796, 5.0980627 52.0695112, 5.0980944 52.0695224, 5.0981237 52.0694907, 5.0980921 52.0694796))","['Living', 'Healthcare', 'Entertainment']",Node_56
268730107,"(52.07075063352141, 5.096378899496872)",yes,,"POLYGON ((5.0963796 52.0707272, 5.0963468 52.0707626, 5.0963782 52.0707741, 5.096411 52.0707386, 5.0963796 52.0707272))","['Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_47
268730108,"(52.07100075848212, 5.094511269897098)",yes,,"POLYGON ((5.0942506 52.0710548, 5.0945676 52.0711658, 5.094596 52.0711354, 5.094673 52.0710529, 5.0947718 52.070947, 5.0944553 52.0708355, 5.0942506 52.0710548))",['Working'],Node_30
268730109,"(52.068860446726696, 5.098537982257027)",yes,,"POLYGON ((5.0985149 52.0688653, 5.0985428 52.0688752, 5.0985611 52.0688556, 5.0985331 52.0688457, 5.0985149 52.0688653))","['Working', 'Healthcare']",Node_56
268730110,"(52.068860571167136, 5.098687525989372)",yes,,"POLYGON ((5.0986793 52.0688468, 5.098664 52.0688632, 5.0986959 52.0688743, 5.098711 52.068858, 5.0986793 52.0688468))",['Education'],Node_56
268730111,"(52.06882984030593, 5.098634893532327)",yes,,"POLYGON ((5.0985946 52.0688466, 5.0986316 52.0688598, 5.0986751 52.0688129, 5.0986384 52.0687999, 5.0985946 52.0688466))","['Working', 'Healthcare', 'Education', 'Entertainment']",Node_56
268730113,"(52.07059735631249, 5.0922993009997155)",yes,,"POLYGON ((5.0923279 52.070621, 5.0923472 52.0706004, 5.0922713 52.0705737, 5.0922512 52.0705944, 5.0923279 52.070621))","['Working', 'Education', 'Entertainment']",Node_23
268730114,"(52.069335, 5.098077849999999)",yes,,"POLYGON ((5.0980416 52.0693351, 5.0980959 52.0693543, 5.0981141 52.0693349, 5.0980598 52.0693157, 5.0980416 52.0693351))","['Working', 'Commerce']",Node_56
268730115,"(52.068148624213336, 5.094752561966717)",yes,,"POLYGON ((5.0947156 52.0681609, 5.094754 52.0681744, 5.0947897 52.0681366, 5.0947508 52.0681228, 5.0947156 52.0681609))","['Living', 'Education']",Node_29
268730116,"(52.071057200000006, 5.09228985)",yes,,"POLYGON ((5.0922647 52.0710647, 5.0922916 52.0710745, 5.092315 52.0710497, 5.0922881 52.0710399, 5.0922647 52.0710647))","['Living', 'Education', 'Entertainment']",Node_23
268730117,"(52.07026150000001, 5.09693095)",yes,,"POLYGON ((5.0969461 52.0702798, 5.0969646 52.0702604, 5.0969158 52.0702432, 5.0968973 52.0702626, 5.0969461 52.0702798))","['Living', 'Working', 'Education']",Node_52
268730118,"(52.068677780870466, 5.098629671372638)",garage,,"POLYGON ((5.0985888 52.0686945, 5.0986268 52.0687079, 5.0986707 52.0686612, 5.0986322 52.0686477, 5.0985888 52.0686945))",['Living'],Node_56
268730120,"(52.06939551000814, 5.098064329300476)",yes,,"POLYGON ((5.0980236 52.0694124, 5.0980612 52.0694258, 5.0981047 52.0693781, 5.0980683 52.0693652, 5.0980236 52.0694124))","['Living', 'Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_56
268730121,"(52.06863720377522, 5.098514147863817)",garage,,"POLYGON ((5.0984724 52.0686535, 5.0985125 52.0686676, 5.0985558 52.0686208, 5.098516 52.0686068, 5.0984724 52.0686535))",['Living'],Node_56
268730122,"(52.069310466750615, 5.098008198884352)",yes,,"POLYGON ((5.0979711 52.0693102, 5.098027 52.06933, 5.0980452 52.0693106, 5.0979894 52.069291, 5.0979711 52.0693102))","['Commerce', 'Healthcare']",Node_56
268730124,"(52.071113950000004, 5.09112045)",yes,,"POLYGON ((5.0910946 52.0711217, 5.0911228 52.0711316, 5.0911463 52.0711062, 5.0911181 52.0710963, 5.0910946 52.0711217))","['Living', 'Working', 'Commerce', 'Entertainment']",Node_173
268730125,"(52.06928588342961, 5.0979390029750835)",yes,,"POLYGON ((5.0979035 52.0692862, 5.0979564 52.0693049, 5.0979746 52.0692857, 5.0979216 52.0692668, 5.0979035 52.0692862))","['Living', 'Commerce', 'Education', 'Entertainment']",Node_56
268730127,"(52.07102965, 5.091198800000001)",yes,,"POLYGON ((5.091173 52.0710374, 5.0912011 52.0710473, 5.0912246 52.0710219, 5.0911965 52.071012, 5.091173 52.0710374))","['Working', 'Commerce', 'Healthcare']",Node_173
268730128,"(52.0708387672984, 5.091454397910461)",yes,,"POLYGON ((5.0914286 52.0708466, 5.0914567 52.0708564, 5.0914802 52.070831, 5.0914521 52.0708211, 5.0914286 52.0708466))","['Working', 'Education', 'Entertainment']",Node_19
268730129,"(52.07138526571513, 5.091588752772174)",yes,,"POLYGON ((5.0915602 52.0713867, 5.0916012 52.0714011, 5.0916174 52.0713839, 5.0915762 52.0713694, 5.0915602 52.0713867))","['Living', 'Working', 'Commerce', 'Education', 'Entertainment']",Node_173
268730130,"(52.07113706691874, 5.097607085380063)",yes,,"POLYGON ((5.0975723 52.0711377, 5.0976238 52.0711558, 5.0976419 52.0711365, 5.0975904 52.0711183, 5.0975723 52.0711377))","['Commerce', 'Healthcare', 'Entertainment']",Node_184
268730131,"(52.069354012934504, 5.097948643620821)",yes,,"POLYGON ((5.0979072 52.0693707, 5.0979453 52.0693843, 5.0979904 52.0693376, 5.0979513 52.0693238, 5.0979072 52.0693707))","['Healthcare', 'Entertainment']",Node_56
268730132,"(52.069426540887484, 5.097727606125645)",yes,,"POLYGON ((5.097725 52.0694566, 5.0977678 52.0694095, 5.0977309 52.0693964, 5.0976871 52.0694433, 5.097725 52.0694566))","['Living', 'Healthcare']",Node_52
268730133,"(52.06779803764408, 5.09347281068064)",yes,,"POLYGON ((5.0934329 52.067816, 5.0934679 52.0678286, 5.0935128 52.0677799, 5.0934776 52.0677676, 5.0934329 52.067816))","['Living', 'Working', 'Commerce', 'Education', 'Entertainment']",Node_28
268730134,"(52.06880321272966, 5.0985595408388855)",yes,,"POLYGON ((5.0985194 52.06882, 5.0985563 52.0688331, 5.0985995 52.0687862, 5.0985632 52.0687733, 5.0985194 52.06882))","['Living', 'Working', 'Commerce', 'Healthcare', 'Education']",Node_56
268730135,"(52.07081684924068, 5.091119832724917)",yes,,"POLYGON ((5.0911325 52.0708327, 5.0911484 52.0708155, 5.0911071 52.070801, 5.0910913 52.0708182, 5.0911325 52.0708327))",['Education'],Node_19
268730136,"(52.069520757860964, 5.097995170690423)",yes,,"POLYGON ((5.0979564 52.0695382, 5.097991 52.0695503, 5.0980342 52.0695038, 5.0979987 52.0694912, 5.0979564 52.0695382))","['Living', 'Commerce', 'Healthcare']",Node_184
268730137,"(52.07097075000001, 5.091256550000001)",yes,,"POLYGON ((5.0912545 52.0709531, 5.0912308 52.0709786, 5.0912586 52.0709884, 5.0912823 52.0709629, 5.0912545 52.0709531))","['Living', 'Working', 'Education']",Node_173
268730138,"(52.06932661457509, 5.097871987514717)",yes,,"POLYGON ((5.0978305 52.0693432, 5.0978683 52.0693567, 5.097914 52.0693106, 5.0978745 52.0692966, 5.0978305 52.0693432))","['Commerce', 'Entertainment']",Node_52
268730139,"(52.06946928938326, 5.098122615331115)",yes,,"POLYGON ((5.0980921 52.0694796, 5.0981237 52.0694907, 5.0981531 52.0694591, 5.0981216 52.0694478, 5.0980921 52.0694796))",['Healthcare'],Node_56
268730140,"(52.068004513170784, 5.09438288713555)",yes,,"POLYGON ((5.0943548 52.0680072, 5.0943932 52.0680208, 5.0944111 52.0680019, 5.0943724 52.0679882, 5.0943548 52.0680072))","['Living', 'Commerce', 'Education', 'Entertainment']",Node_29
268730142,"(52.07198701077714, 5.096998867717126)",yes,,"POLYGON ((5.0969496 52.071986, 5.0970264 52.0720121, 5.0970482 52.0719885, 5.096972 52.0719617, 5.0969496 52.071986))","['Working', 'Healthcare']",Node_44
268730143,"(52.06904219319641, 5.099689848118403)",yes,,"POLYGON ((5.0996596 52.069017, 5.0996398 52.0690383, 5.0997203 52.0690673, 5.09974 52.0690463, 5.0996596 52.069017))",['Living'],Node_56
268730144,"(52.07203389409125, 5.0969556025626)",yes,,"POLYGON ((5.0969287 52.0720086, 5.0969067 52.0720325, 5.096983 52.072059, 5.0970046 52.0720357, 5.0969287 52.0720086))","['Healthcare', 'Entertainment']",Node_44
268730146,"(52.07124773281453, 5.090928301738298)",yes,,"POLYGON ((5.0909025 52.0712554, 5.0909302 52.0712654, 5.0909541 52.07124, 5.0909264 52.0712301, 5.0909025 52.0712554))","['Working', 'Commerce', 'Healthcare']",Node_173
268730148,"(52.07205720294974, 5.096934342273354)",yes,,"POLYGON ((5.0969067 52.0720325, 5.0968856 52.0720552, 5.0969618 52.072082, 5.096983 52.072059, 5.0969067 52.0720325))","['Living', 'Working', 'Healthcare', 'Entertainment']",Node_44
268730149,"(52.071434533470686, 5.091725129724894)",yes,,"POLYGON ((5.0916962 52.0714356, 5.0917377 52.0714507, 5.091754 52.0714334, 5.0917126 52.0714184, 5.0916962 52.0714356))","['Commerce', 'Healthcare']",Node_173
268730150,"(52.06935903470309, 5.098145599157288)",yes,,"POLYGON ((5.098111 52.0693597, 5.0981622 52.0693778, 5.09818 52.0693583, 5.0981293 52.0693403, 5.098111 52.0693597))","['Working', 'Healthcare', 'Education']",Node_56
268730151,"(52.06877943286381, 5.092728763244319)",yes,,"POLYGON ((5.0927135 52.0687608, 5.0926949 52.0687806, 5.092744 52.0687981, 5.0927626 52.0687782, 5.0927135 52.0687608))","['Commerce', 'Education', 'Entertainment']",Node_105
268730152,"(52.070879700000006, 5.0912977999999995)",yes,,"POLYGON ((5.0912691 52.070881, 5.0913106 52.0708956, 5.0913265 52.0708784, 5.091285 52.0708638, 5.0912691 52.070881))","['Working', 'Commerce']",Node_19
268730153,"(52.07122127795499, 5.092056384640738)",yes,,"POLYGON ((5.0920305 52.071229, 5.0920584 52.071239, 5.0920823 52.0712135, 5.0920543 52.0712036, 5.0920305 52.071229))","['Living', 'Commerce', 'Education']",Node_23
268730154,"(52.0687576662761, 5.093004051133352)",yes,,"POLYGON ((5.0930033 52.0687359, 5.092973 52.0687683, 5.0930048 52.0687795, 5.0930351 52.0687469, 5.0930033 52.0687359))","['Commerce', 'Healthcare', 'Entertainment']",Node_105
268730155,"(52.068818451586075, 5.098726617674923)",yes,,"POLYGON ((5.0987181 52.068805, 5.0987034 52.0688208, 5.0987352 52.0688319, 5.0987498 52.0688161, 5.0987181 52.068805))","['Living', 'Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_56
268730156,"(52.069408067066114, 5.098100310160971)",yes,,"POLYGON ((5.0980612 52.0694258, 5.0980955 52.0694381, 5.0981396 52.0693905, 5.0981047 52.0693781, 5.0980612 52.0694258))","['Living', 'Healthcare', 'Entertainment']",Node_56
268730157,"(52.07126020456722, 5.097325558235882)",yes,,"POLYGON ((5.0973248 52.0712384, 5.0973007 52.0712643, 5.0972947 52.0712708, 5.0973264 52.071282, 5.0973564 52.0712496, 5.0973248 52.0712384))","['Living', 'Working']",Node_52
268730158,"(52.0710924326691, 5.091899512620223)",yes,,"POLYGON ((5.091912 52.0711083, 5.091928 52.0710909, 5.091887 52.0710766, 5.091871 52.0710939, 5.091912 52.0711083))","['Living', 'Commerce', 'Entertainment']",Node_173
268730160,"(52.06902237832183, 5.099708770019686)",yes,,"POLYGON ((5.0996596 52.069017, 5.09974 52.0690463, 5.0997578 52.0690273, 5.0996768 52.0689986, 5.0996596 52.069017))","['Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_56
268730161,"(52.07062403964897, 5.09237541057965)",yes,,"POLYGON ((5.0923279 52.070621, 5.0924041 52.0706476, 5.0924229 52.0706273, 5.0923472 52.0706004, 5.0923279 52.070621))","['Working', 'Commerce', 'Education', 'Entertainment']",Node_23
268730162,"(52.070526388174564, 5.092223097213545)",yes,,"POLYGON ((5.0922271 52.0705438, 5.0922499 52.0705197, 5.0922189 52.070509, 5.0921964 52.0705331, 5.0922271 52.0705438))","['Living', 'Working', 'Education', 'Entertainment']",Node_23
268730164,"(52.06870405792167, 5.098703704719727)",garage,,"POLYGON ((5.0986632 52.0687207, 5.0987015 52.0687342, 5.0987439 52.068687, 5.0987066 52.0686739, 5.0986632 52.0687207))",['Living'],Node_56
268730166,"(52.07075799999999, 5.0965342499999995)",yes,,"POLYGON ((5.096501 52.0707592, 5.0965494 52.0707763, 5.0965675 52.0707568, 5.0965191 52.0707397, 5.096501 52.0707592))","['Working', 'Entertainment']",Node_52
268730167,"(52.0708651, 5.09125625)",yes,,"POLYGON ((5.0912691 52.070881, 5.091285 52.0708638, 5.0912434 52.0708492, 5.0912275 52.0708664, 5.0912691 52.070881))","['Commerce', 'Healthcare']",Node_19
268730168,"(52.07119789521145, 5.092154432680348)",yes,,"POLYGON ((5.092152 52.0711803, 5.0921287 52.0712056, 5.0921568 52.0712155, 5.0921802 52.0711902, 5.092152 52.0711803))","['Living', 'Entertainment']",Node_23
268730169,"(52.06904727673445, 5.094123080816385)",yes,,"POLYGON ((5.0941292 52.0690227, 5.0940904 52.0690625, 5.0941169 52.0690719, 5.0941558 52.069032, 5.0941292 52.0690227))","['Living', 'Healthcare', 'Entertainment']",Node_105
268730172,"(52.07063575131549, 5.0979925998451465)",yes,,"POLYGON ((5.0979626 52.0706382, 5.0980045 52.070653, 5.0980227 52.0706335, 5.0979807 52.0706184, 5.0979626 52.0706382))","['Working', 'Healthcare', 'Education']",Node_184
268730173,"(52.06883537179732, 5.098467269918785)",yes,,"POLYGON ((5.0984445 52.0688404, 5.0984715 52.0688499, 5.0984902 52.0688305, 5.0984628 52.0688208, 5.0984445 52.0688404))","['Healthcare', 'Education', 'Entertainment']",Node_56
268730175,"(52.06876333965363, 5.098447428272378)",yes,,"POLYGON ((5.0984072 52.0687803, 5.098444 52.0687933, 5.0984879 52.0687467, 5.0984503 52.0687334, 5.0984072 52.0687803))","['Living', 'Commerce', 'Healthcare', 'Education']",Node_56
268730179,"(52.070781600000004, 5.09151075)",yes,,"POLYGON ((5.0915088 52.070764, 5.0914846 52.0707893, 5.0915127 52.0707992, 5.0915369 52.0707739, 5.0915088 52.070764))",['Working'],Node_19
268730180,"(52.07206892951533, 5.097028394991981)",yes,,"POLYGON ((5.097033 52.0720413, 5.0969921 52.0720854, 5.0970236 52.0720967, 5.0970648 52.0720523, 5.097033 52.0720413))","['Living', 'Working', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_44
268730181,"(52.06973892254279, 5.099087500079523)",yes,,"POLYGON ((5.0990402 52.0697369, 5.099114 52.0697628, 5.0991347 52.0697406, 5.0990606 52.0697152, 5.0990402 52.0697369))","['Working', 'Healthcare', 'Education', 'Entertainment']",Node_56
268730182,"(52.071180149999996, 5.090990999999999)",yes,,"POLYGON ((5.0909652 52.071188, 5.0909932 52.0711979, 5.0910168 52.0711723, 5.0909888 52.0711624, 5.0909652 52.071188))","['Healthcare', 'Education']",Node_173
268730183,"(52.07069886832388, 5.098171269996019)",yes,,"POLYGON ((5.0981362 52.0706995, 5.0981882 52.0707177, 5.0982062 52.0706983, 5.0981547 52.07068, 5.0981362 52.0706995))","['Living', 'Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_184
268730184,"(52.068841283972944, 5.092925950022056)",yes,,"POLYGON ((5.0929268 52.068863, 5.0929568 52.0688306, 5.0929253 52.0688195, 5.092895 52.068852, 5.0929268 52.068863))","['Living', 'Commerce', 'Education']",Node_105
268730185,"(52.06810566185138, 5.094472152778217)",yes,,"POLYGON ((5.0944762 52.0681225, 5.0944978 52.0680992, 5.0944683 52.0680888, 5.0944464 52.0681121, 5.0944762 52.0681225))",['Commerce'],Node_29
268730186,"(52.06926709972008, 5.097886116410925)",yes,,"POLYGON ((5.0979035 52.0692862, 5.0979216 52.0692668, 5.0978686 52.069248, 5.0978507 52.0692674, 5.0979035 52.0692862))","['Living', 'Entertainment']",Node_56
268730187,"(52.07164152412145, 5.095870746034503)",yes,,"POLYGON ((5.0958279 52.0716592, 5.0958661 52.0716727, 5.0959141 52.0716245, 5.0958742 52.0716104, 5.0958279 52.0716592))","['Commerce', 'Entertainment']",Node_43
268730188,"(52.07023861510246, 5.0968660338651945)",yes,,"POLYGON ((5.0968313 52.0702393, 5.0968824 52.0702573, 5.096901 52.070238, 5.0968493 52.0702199, 5.0968313 52.0702393))","['Working', 'Entertainment']",Node_47
268730189,"(52.06821292224116, 5.100467374281698)",yes,,"POLYGON ((5.1004123 52.0682089, 5.1005008 52.06824, 5.1005229 52.0682172, 5.1004335 52.0681857, 5.1004123 52.0682089))","['Living', 'Healthcare', 'Education']",Node_61
268730190,"(52.07065754964281, 5.098054433026615)",yes,,"POLYGON ((5.0980383 52.0706388, 5.0980201 52.0706583, 5.0980705 52.0706763, 5.0980888 52.0706568, 5.0980383 52.0706388))","['Commerce', 'Education']",Node_184
268730191,"(52.06900937411091, 5.094015484672425)",yes,,"POLYGON ((5.094014 52.0690355, 5.0940518 52.0689956, 5.0940167 52.0689833, 5.0939793 52.0690232, 5.094014 52.0690355))","['Living', 'Working', 'Healthcare']",Node_105
268730192,"(52.068184010871256, 5.094821827664418)",yes,,"POLYGON ((5.0947925 52.068188, 5.0948312 52.0682016, 5.0948514 52.0681803, 5.0948122 52.0681663, 5.0947925 52.068188))","['Living', 'Working', 'Education', 'Entertainment']",Node_29
268730197,"(52.0692611, 5.0991681999999985)",yes,,"POLYGON ((5.0991558 52.0692415, 5.0991345 52.0692645, 5.0991806 52.0692807, 5.0992019 52.0692577, 5.0991558 52.0692415))","['Commerce', 'Education']",Node_56
268730198,"(52.071287217294184, 5.091926647949541)",yes,,"POLYGON ((5.091901 52.0712951, 5.0919289 52.0713048, 5.0919523 52.0712794, 5.0919244 52.0712696, 5.091901 52.0712951))","['Living', 'Commerce', 'Education']",Node_173
268730199,"(52.06972016684779, 5.093502087016041)",yes,,"POLYGON ((5.0934778 52.0697294, 5.093501 52.0697375, 5.093526 52.0697105, 5.093504 52.0697028, 5.0934778 52.0697294))","['Working', 'Commerce', 'Education', 'Entertainment']",Node_105
268730200,"(52.070432074947306, 5.092310581032744)",yes,,"POLYGON ((5.0923153 52.070449, 5.0923368 52.070426, 5.092306 52.0704151, 5.0922843 52.0704382, 5.0923153 52.070449))",['Education'],Node_23
268730201,"(52.0711551, 5.092076349999999)",yes,,"POLYGON ((5.0920477 52.0711565, 5.0920889 52.071171, 5.092105 52.0711537, 5.0920638 52.0711392, 5.0920477 52.0711565))","['Commerce', 'Healthcare', 'Education']",Node_23
268730203,"(52.06948117038927, 5.097882407188215)",yes,,"POLYGON ((5.0978425 52.069498, 5.0978794 52.069511, 5.0979221 52.0694641, 5.0978859 52.0694513, 5.0978425 52.069498))","['Healthcare', 'Entertainment']",Node_52
268730204,"(52.07166833991222, 5.095945589386118)",yes,,"POLYGON ((5.0959042 52.0716861, 5.0959412 52.0716991, 5.0959866 52.0716501, 5.0959509 52.0716375, 5.0959042 52.0716861))","['Healthcare', 'Education']",Node_43
268730205,"(52.06918283535825, 5.093957762427657)",yes,,"POLYGON ((5.0939877 52.0691711, 5.0939593 52.0691606, 5.0939274 52.0691944, 5.0939571 52.0692049, 5.0939877 52.0691711))","['Working', 'Commerce', 'Education']",Node_105
268730206,"(52.071112932697645, 5.097538548746151)",yes,,"POLYGON ((5.0975013 52.0711127, 5.0975575 52.0711324, 5.0975755 52.0711131, 5.0975201 52.0710935, 5.0975013 52.0711127))","['Living', 'Healthcare', 'Education']",Node_184
268730207,"(52.071731482534794, 5.095703338600649)",yes,,"POLYGON ((5.09572 52.0717684, 5.0957629 52.0717214, 5.0956871 52.0716946, 5.0956435 52.0717414, 5.09572 52.0717684))","['Living', 'Working', 'Healthcare', 'Education', 'Entertainment']",Node_43
268730208,"(52.06978713505543, 5.093433198029474)",yes,,"POLYGON ((5.0934014 52.069798, 5.0934345 52.069809, 5.0934646 52.0697766, 5.0934327 52.0697649, 5.0934014 52.069798))","['Working', 'Healthcare', 'Education']",Node_105
268730209,"(52.071186670782254, 5.094252360409528)",yes,,"POLYGON ((5.0942439 52.0711696, 5.0942245 52.0711917, 5.0942609 52.0712037, 5.0942802 52.0711817, 5.0942439 52.0711696))",['Living'],Node_30
268730210,"(52.06823244162907, 5.1001382258304195)",yes,,"POLYGON ((5.1001446 52.068198, 5.1000932 52.068253, 5.1001322 52.0682668, 5.1001831 52.0682118, 5.1001446 52.068198))","['Living', 'Commerce', 'Healthcare', 'Entertainment']",Node_61
268730211,"(52.0688163903926, 5.098597256187798)",yes,,"POLYGON ((5.0985563 52.0688331, 5.0985946 52.0688466, 5.0986384 52.0687999, 5.0985995 52.0687862, 5.0985563 52.0688331))",['Commerce'],Node_56
268730212,"(52.071246722045004, 5.092032515359262)",yes,,"POLYGON ((5.0920305 52.071229, 5.0920066 52.0712545, 5.0920346 52.0712644, 5.0920584 52.071239, 5.0920305 52.071229))",['Living'],Node_23
268730213,"(52.06903542893081, 5.0940891539427335)",yes,,"POLYGON ((5.0940488 52.0690478, 5.0940904 52.0690625, 5.0941292 52.0690227, 5.0940885 52.0690084, 5.0940488 52.0690478))","['Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_105
268730214,"(52.07083130078629, 5.091161067298684)",yes,,"POLYGON ((5.0911325 52.0708327, 5.0911738 52.0708471, 5.0911896 52.0708299, 5.0911484 52.0708155, 5.0911325 52.0708327))",['Entertainment'],Node_19
268730215,"(52.06772045306667, 5.093466387448062)",yes,,"POLYGON ((5.093471 52.0677376, 5.0934928 52.0677141, 5.0934618 52.0677032, 5.09344 52.067727, 5.093471 52.0677376))","['Living', 'Commerce', 'Education', 'Entertainment']",Node_28
268730216,"(52.07184436562905, 5.095840117954809)",yes,,"POLYGON ((5.0958238 52.0718257, 5.0958056 52.0718451, 5.0958562 52.071863, 5.0958748 52.0718437, 5.0958238 52.0718257))","['Healthcare', 'Education']",Node_43
268730217,"(52.06938167459321, 5.098025691914297)",yes,,"POLYGON ((5.0979829 52.0693978, 5.0980236 52.0694124, 5.0980683 52.0693652, 5.0980282 52.069351, 5.0979829 52.0693978))","['Commerce', 'Healthcare']",Node_56
268730218,"(52.068799683034364, 5.092964850879572)",yes,,"POLYGON ((5.0929637 52.0687783, 5.0929344 52.06881, 5.092966 52.0688211, 5.0929953 52.0687893, 5.0929637 52.0687783))","['Living', 'Working', 'Commerce', 'Education', 'Entertainment']",Node_105
268730220,"(52.069694850536656, 5.093430283846268)",yes,,"POLYGON ((5.093379 52.069695, 5.0934566 52.069722, 5.0934812 52.0696947, 5.0934047 52.0696677, 5.093379 52.069695))","['Commerce', 'Education', 'Entertainment']",Node_105
268730221,"(52.071493895047304, 5.09187928276294)",yes,,"POLYGON ((5.0918533 52.0715019, 5.0918813 52.0715117, 5.0919053 52.0714859, 5.0918772 52.0714761, 5.0918533 52.0715019))","['Working', 'Commerce', 'Healthcare']",Node_173
268730223,"(52.07177035507741, 5.095630366894014)",yes,,"POLYGON ((5.0955917 52.0717697, 5.0956514 52.0717908, 5.0956699 52.0717714, 5.0956082 52.0717497, 5.0955917 52.0717697))","['Living', 'Working', 'Healthcare', 'Education']",Node_43
268730224,"(52.068902038607376, 5.0986490653546035)",yes,,"POLYGON ((5.0986405 52.0688885, 5.0986257 52.0689045, 5.0986578 52.0689155, 5.0986724 52.0688997, 5.0986405 52.0688885))","['Living', 'Working', 'Education']",Node_56
268730225,"(52.06877673822421, 5.098485137686627)",yes,,"POLYGON ((5.098444 52.0687933, 5.0984821 52.0688068, 5.0985264 52.0687603, 5.0984879 52.0687467, 5.098444 52.0687933))","['Living', 'Working', 'Healthcare', 'Entertainment']",Node_56
268730226,"(52.07139666724536, 5.09182469808585)",yes,,"POLYGON ((5.0918226 52.071379, 5.0917989 52.0714045, 5.0918268 52.0714143, 5.0918505 52.0713889, 5.0918226 52.071379))","['Living', 'Working', 'Healthcare', 'Education', 'Entertainment']",Node_173
268730227,"(52.07068090085186, 5.098120284059249)",yes,,"POLYGON ((5.0981362 52.0706995, 5.0981547 52.07068, 5.0981045 52.0706623, 5.0980858 52.0706818, 5.0981362 52.0706995))","['Living', 'Working', 'Commerce', 'Entertainment']",Node_184
268730228,"(52.06881117524025, 5.098398812427566)",yes,,"POLYGON ((5.0983764 52.0688162, 5.0984032 52.0688257, 5.0984211 52.068806, 5.0983946 52.0687967, 5.0983764 52.0688162))","['Living', 'Working', 'Commerce', 'Education']",Node_56
268730229,"(52.06878680155207, 5.098755967643896)",yes,,"POLYGON ((5.0987475 52.0687733, 5.0987327 52.0687891, 5.0987645 52.0688003, 5.0987792 52.0687845, 5.0987475 52.0687733))","['Working', 'Healthcare']",Node_56
268730230,"(52.070478963495326, 5.092267147128654)",yes,,"POLYGON ((5.0922718 52.0704957, 5.0922933 52.0704731, 5.0922624 52.0704621, 5.0922411 52.0704851, 5.0922718 52.0704957))","['Living', 'Commerce', 'Healthcare', 'Education']",Node_23
268730231,"(52.06942737127803, 5.098161516656509)",yes,,"POLYGON ((5.0981615 52.0694047, 5.0981299 52.0694388, 5.0981614 52.0694501, 5.0981932 52.0694159, 5.0981615 52.0694047))","['Living', 'Healthcare', 'Education', 'Entertainment']",Node_56
268730232,"(52.067824904100355, 5.099093557541008)",yes,,"POLYGON ((5.0991012 52.067794, 5.0990543 52.0678449, 5.0990856 52.0678558, 5.0991329 52.0678052, 5.0991012 52.067794))","['Living', 'Working', 'Commerce', 'Education']",Node_59
268730234,"(52.06888340941049, 5.098602911625781)",yes,,"POLYGON ((5.0985817 52.0688889, 5.0986058 52.0688974, 5.0986242 52.068878, 5.0985999 52.0688694, 5.0985817 52.0688889))","['Education', 'Entertainment']",Node_56
268730235,"(52.0687498405024, 5.098408965257658)",yes,,"POLYGON ((5.0983676 52.0687662, 5.0984072 52.0687803, 5.0984503 52.0687334, 5.0984108 52.0687194, 5.0983676 52.0687662))","['Working', 'Entertainment']",Node_56
268730236,"(52.07182043328565, 5.095772199097877)",yes,,"POLYGON ((5.0957538 52.071801, 5.0957353 52.0718203, 5.0957907 52.0718399, 5.095809 52.0718205, 5.0957538 52.071801))","['Living', 'Healthcare']",Node_43
268730237,"(52.071588470687786, 5.09572054470866)",yes,,"POLYGON ((5.0957156 52.0716196, 5.0957624 52.0715708, 5.0957245 52.0715574, 5.0956791 52.0716067, 5.0957156 52.0716196))","['Living', 'Education']",Node_43
268730238,"(52.07129630000001, 5.095813649999999)",yes,,"POLYGON ((5.095798 52.071278, 5.0957805 52.0712995, 5.0958293 52.0713146, 5.0958468 52.0712931, 5.095798 52.071278))","['Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_43
