osmid,coord,building,amenity,geometry,services,bus
267151712,"(52.07589858282633, 5.086058889216443)",garage,,"POLYGON ((5.0860186 52.0759156, 5.0860279 52.0759189, 5.086036 52.0759217, 5.0860563 52.0759289, 5.0860993 52.0758817, 5.0860612 52.0758683, 5.0860186 52.0759156))",['Living'],Node_2
267151731,"(52.076094063365915, 5.087270110895381)",yes,,"POLYGON ((5.087222 52.0760965, 5.0872913 52.0761209, 5.0873182 52.0760917, 5.0872954 52.0760836, 5.087249 52.0760672, 5.087222 52.0760965))","['Working', 'Commerce']",Node_3
267151733,"(52.079456526862636, 5.087605989504663)",yes,,"POLYGON ((5.0875722 52.0794598, 5.0876186 52.0794762, 5.0876398 52.0794532, 5.0875934 52.0794369, 5.0875783 52.0794531, 5.0875722 52.0794598))","['Working', 'Commerce', 'Education']",Node_9
267151735,"(52.07590809881427, 5.0908059393082)",yes,,"POLYGON ((5.0907485 52.075902, 5.0908443 52.075935, 5.0908634 52.0759142, 5.0908155 52.0758977, 5.0907675 52.0758812, 5.0907485 52.075902))","['Working', 'Commerce', 'Education', 'Entertainment']",Node_10
267151746,"(52.07604841846717, 5.087140946447128)",yes,,"POLYGON ((5.0871385 52.076067, 5.0871516 52.0760716, 5.0871786 52.0760423, 5.0871304 52.0760253, 5.0871032 52.0760543, 5.0871385 52.076067))","['Living', 'Working', 'Commerce', 'Healthcare', 'Education']",Node_3
267151750,"(52.07606940447174, 5.087200295476132)",yes,,"POLYGON ((5.0871516 52.0760716, 5.087222 52.0760965, 5.087249 52.0760672, 5.0872167 52.0760558, 5.0871786 52.0760423, 5.0871516 52.0760716))","['Living', 'Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_3
267151754,"(52.0785182218047, 5.084856780356931)",yes,,"POLYGON ((5.0848674 52.0785105, 5.0848357 52.078499, 5.0848194 52.0785166, 5.0848781 52.0785373, 5.0848943 52.07852, 5.0848674 52.0785105))","['Living', 'Working', 'Healthcare']",Node_1
267151756,"(52.07400229223438, 5.0887270375808615)",apartments,,"POLYGON ((5.0882483 52.0738661, 5.0883336 52.0738962, 5.0884193 52.0739264, 5.0885046 52.0739565, 5.0885901 52.0739866, 5.0887208 52.0740327, 5.0886607 52.0740975, 5.0887632 52.0741334, 5.0887853 52.0741095, 5.0887966 52.0741135, 5.0888344 52.0740728, 5.0889319 52.0741072, 5.0890585 52.0741518, 5.0891422 52.0741813, 5.0892009 52.0741181, 5.0891993 52.0741175, 5.0891941 52.0741157, 5.089118 52.0740889, 5.0889919 52.0740444, 5.0888202 52.0739839, 5.0886494 52.0739236, 5.0885639 52.0738934, 5.0884785 52.0738633, 5.0883928 52.0738331, 5.0883138 52.0738052, 5.0883075 52.073803, 5.0882483 52.0738661))",['Living'],Node_170
267151762,"(52.07722228857463, 5.089181793130239)",apartments,,"POLYGON ((5.0892399 52.0772588, 5.0896855 52.076779, 5.0895469 52.0767301, 5.088678 52.0776657, 5.0888166 52.0777145, 5.0892399 52.0772588))",['Living'],Node_11
267151770,"(52.07459246322643, 5.087141550540285)",yes,,"POLYGON ((5.0871521 52.0745582, 5.0870992 52.0746158, 5.0871302 52.0746266, 5.0871473 52.0746092, 5.0871838 52.0745694, 5.0871521 52.0745582))",['Living'],Node_8
267151772,"(52.07825953719441, 5.08789328855471)",yes,,"POLYGON ((5.0878478 52.0782543, 5.0878471 52.0782551, 5.0879228 52.0782818, 5.0879395 52.0782639, 5.0878636 52.0782373, 5.0878478 52.0782543))","['Living', 'Working', 'Healthcare', 'Education']",Node_7
267151773,"(52.07373841056921, 5.091565217338332)",yes,,"POLYGON ((5.0917708 52.0736099, 5.091774 52.0736065, 5.0918216 52.0735551, 5.0918457 52.0735291, 5.0918693 52.0735037, 5.0918721 52.0735007, 5.0918994 52.0734713, 5.0919028 52.0734676, 5.0919491 52.0734178, 5.0919959 52.0733672, 5.0919989 52.073364, 5.0920262 52.0733345, 5.0920295 52.073331, 5.0920776 52.0732792, 5.0919387 52.0732304, 5.0919134 52.0732577, 5.0919288 52.0732632, 5.0918419 52.0733568, 5.0918265 52.0733513, 5.091801 52.0733787, 5.0917758 52.0734059, 5.0917913 52.0734114, 5.091716 52.0734925, 5.0917005 52.0734871, 5.091675 52.0735145, 5.0916498 52.0735417, 5.0916653 52.0735471, 5.09159 52.0736283, 5.0915745 52.0736228, 5.0915492 52.0736501, 5.0915238 52.0736774, 5.0915393 52.0736829, 5.091464 52.073764, 5.0914485 52.0737586, 5.0914232 52.0737858, 5.0913978 52.0738132, 5.0914133 52.0738186, 5.091338 52.0738998, 5.0913225 52.0738943, 5.0912972 52.0739215, 5.0912718 52.0739489, 5.0912873 52.0739544, 5.0912137 52.0740337, 5.0911982 52.0740282, 5.0911731 52.0740553, 5.0911476 52.0740828, 5.091163 52.0740883, 5.0910852 52.0741722, 5.0910698 52.0741667, 5.0910468 52.0741914, 5.0910443 52.074194, 5.0911829 52.0742431, 5.0912313 52.074191, 5.091234 52.0741881, 5.091261 52.074159, 5.0912649 52.0741548, 5.0913114 52.0741047, 5.091358 52.0740545, 5.0913611 52.0740512, 5.0913884 52.0740217, 5.0913916 52.0740183, 5.0914328 52.0739739, 5.0914869 52.0739156, 5.0914899 52.0739123, 5.0915171 52.0738831, 5.0915205 52.0738794, 5.0915669 52.0738294, 5.0916144 52.0737783, 5.0916168 52.0737757, 5.0916438 52.0737466, 5.0916472 52.073743, 5.0916936 52.073693, 5.0917404 52.0736426, 5.0917436 52.0736392, 5.0917708 52.0736099))","['Living', 'Working', 'Commerce', 'Education', 'Entertainment']",Node_97
267151774,"(52.073134126267675, 5.08985128293339)",apartments,,"POLYGON ((5.0898947 52.0729886, 5.0893345 52.0735915, 5.0894736 52.0736401, 5.090368 52.0726764, 5.0902296 52.0726275, 5.0898947 52.0729886))",['Living'],Node_170
267151776,"(52.07505078106186, 5.088373326454)",yes,,"POLYGON ((5.0883877 52.07507, 5.0884076 52.0750486, 5.0883941 52.0750439, 5.0883588 52.0750316, 5.0883391 52.0750529, 5.0883877 52.07507))","['Living', 'Working', 'Commerce', 'Education', 'Entertainment']",Node_169
267151778,"(52.078029172027335, 5.084016014026595)",yes,,"POLYGON ((5.0840115 52.0780596, 5.084056 52.0780112, 5.0840206 52.0779987, 5.0839986 52.0780226, 5.083976 52.0780472, 5.0840115 52.0780596))","['Living', 'Healthcare', 'Entertainment']",Node_0
267151782,"(52.076513226989924, 5.087420332989262)",apartments,,"POLYGON ((5.0876828 52.0763298, 5.0878628 52.076136, 5.087724 52.0760871, 5.0875768 52.0762456, 5.0873831 52.0764542, 5.0873194 52.0765227, 5.0872876 52.0765569, 5.0872508 52.0765966, 5.0871856 52.0766668, 5.0871628 52.0766913, 5.0871332 52.0767232, 5.0870715 52.0767896, 5.0870102 52.0768557, 5.0869779 52.0768904, 5.0871166 52.0769394, 5.0876828 52.0763298))",['Living'],Node_3
267151783,"(52.077334019091246, 5.088223097681441)",apartments,,"POLYGON ((5.0880541 52.077614, 5.0881264 52.077535, 5.0881278 52.0775355, 5.0881539 52.077507, 5.0881687 52.0775121, 5.0881897 52.0774891, 5.0881739 52.0774836, 5.0882539 52.0773979, 5.0882553 52.0773984, 5.0882813 52.0773699, 5.0882961 52.077375, 5.0883171 52.077352, 5.0883012 52.0773465, 5.0883807 52.0772607, 5.0883821 52.0772613, 5.0884089 52.0772331, 5.0884236 52.0772383, 5.0884452 52.0772155, 5.0884295 52.0772099, 5.0885114 52.0771219, 5.0885128 52.0771224, 5.0885388 52.0770939, 5.0885536 52.077099, 5.0885746 52.0770759, 5.0885588 52.0770705, 5.0886393 52.0769839, 5.0886407 52.0769844, 5.0886667 52.076956, 5.0886815 52.076961, 5.0887025 52.076938, 5.0886864 52.0769324, 5.0887402 52.0768742, 5.0886006 52.0768247, 5.0885996 52.0768262, 5.0885918 52.0768235, 5.0885895 52.0768258, 5.088597 52.0768286, 5.0882183 52.0772365, 5.0877025 52.0777937, 5.0878433 52.0778431, 5.087871 52.0778129, 5.0878724 52.0778134, 5.0878985 52.0777849, 5.0879132 52.07779, 5.0879342 52.077767, 5.0879184 52.0777615, 5.0879971 52.0776758, 5.0879985 52.0776763, 5.0880246 52.0776478, 5.0880394 52.0776529, 5.0880604 52.0776299, 5.0880445 52.0776244, 5.0880541 52.077614))",['Living'],Node_7
267151784,"(52.076610118802755, 5.091494895591762)",school,,"POLYGON ((5.0912636 52.0763126, 5.0911671 52.0764165, 5.0911507 52.0764108, 5.0911103 52.076454, 5.0911269 52.0764598, 5.0908095 52.0768014, 5.090795 52.076795, 5.0907557 52.0768363, 5.0907718 52.076842, 5.0907186 52.0768993, 5.0908952 52.0769615, 5.0908975 52.076959, 5.0908946 52.0769579, 5.0912753 52.0767085, 5.0915382 52.0768012, 5.0915515 52.076987, 5.0915519 52.0769949, 5.0915512 52.0770028, 5.0915493 52.0770106, 5.0915462 52.0770183, 5.0915421 52.0770258, 5.0915368 52.077033, 5.0915312 52.0770392, 5.091431 52.077147, 5.091427 52.0771457, 5.0914248 52.0771483, 5.0917105 52.077249, 5.0918194 52.0771314, 5.0917669 52.0771138, 5.0916475 52.0767059, 5.0916365 52.0766682, 5.0916156 52.0766605, 5.0916529 52.0766198, 5.0917659 52.0766601, 5.0918479 52.0766094, 5.0920316 52.0764957, 5.0920181 52.0764872, 5.092161 52.0763984, 5.0923171 52.0764527, 5.0922846 52.0764883, 5.0923843 52.0765234, 5.0925063 52.0763921, 5.0921658 52.0762753, 5.0921184 52.0763255, 5.0917678 52.0765435, 5.0915198 52.0764564, 5.0915503 52.0763934, 5.0916402 52.0762054, 5.0916877 52.0761041, 5.0915144 52.0760425, 5.0912636 52.0763126))","['Working', 'Education']",Node_215
267151785,"(52.07631701627756, 5.085334364727566)",apartments,,"POLYGON ((5.0855609 52.0759766, 5.085559 52.0759759, 5.0855316 52.0760048, 5.0855061 52.0760099, 5.0855119 52.0760265, 5.0855034 52.0760358, 5.0855052 52.0760364, 5.0854317 52.0761157, 5.0854297 52.076115, 5.0854025 52.076144, 5.0853769 52.0761489, 5.0853826 52.0761657, 5.0853741 52.0761749, 5.085376 52.0761756, 5.085304 52.0762529, 5.0853023 52.0762523, 5.0852749 52.0762813, 5.0852495 52.0762862, 5.0852552 52.0763031, 5.0852469 52.0763123, 5.0852487 52.0763129, 5.0851769 52.0763901, 5.085175 52.0763894, 5.0851481 52.0764184, 5.0851218 52.0764235, 5.0851276 52.0764403, 5.0851192 52.0764494, 5.0851211 52.0764501, 5.0850475 52.0765292, 5.0850456 52.0765285, 5.0850185 52.0765573, 5.0849924 52.0765627, 5.0849981 52.0765796, 5.0849897 52.0765886, 5.0849916 52.0765892, 5.0849199 52.0766664, 5.084918 52.0766658, 5.0848913 52.0766946, 5.0848653 52.0766999, 5.0848711 52.0767165, 5.0848625 52.0767257, 5.0848644 52.0767263, 5.0848175 52.076777, 5.0849556 52.0768252, 5.0856605 52.0760654, 5.0857258 52.075995, 5.0857866 52.0759296, 5.0858537 52.0758572, 5.0857165 52.0758089, 5.0856886 52.0758391, 5.0856866 52.0758384, 5.0856593 52.0758674, 5.0856336 52.0758726, 5.0856392 52.0758891, 5.0856304 52.0758985, 5.0856323 52.0758991, 5.0855609 52.0759766))",['Living'],Node_2
267151786,"(52.0777516867904, 5.089406603142368)",apartments,,"POLYGON ((5.0897718 52.077243, 5.0897808 52.0772463, 5.0888893 52.0782066, 5.0888802 52.0782034, 5.0888779 52.0782059, 5.088887 52.078209, 5.0888859 52.0782103, 5.0890261 52.0782595, 5.089054 52.0782292, 5.0890554 52.0782297, 5.0890818 52.0782014, 5.0890965 52.0782065, 5.0891179 52.0781836, 5.0891018 52.0781779, 5.0891813 52.0780921, 5.0891827 52.0780926, 5.0892091 52.0780642, 5.0892238 52.0780694, 5.0892452 52.0780465, 5.0892291 52.0780408, 5.0893104 52.077953, 5.0893118 52.0779535, 5.0893383 52.0779251, 5.089353 52.0779303, 5.0893743 52.0779074, 5.0893583 52.0779017, 5.0894373 52.0778162, 5.0894388 52.0778167, 5.0894652 52.0777884, 5.0894799 52.0777936, 5.0895013 52.0777707, 5.0894852 52.077765, 5.0895609 52.0776831, 5.0895646 52.0776792, 5.089566 52.0776796, 5.0895924 52.0776513, 5.0896071 52.0776565, 5.0896285 52.0776336, 5.0896125 52.0776279, 5.0896943 52.0775395, 5.0896957 52.07754, 5.0897221 52.0775116, 5.0897368 52.0775168, 5.0897582 52.0774939, 5.0897421 52.0774882, 5.0898221 52.0774017, 5.0898236 52.0774022, 5.08985 52.0773739, 5.0898647 52.0773791, 5.089886 52.0773562, 5.08987 52.0773505, 5.0899243 52.077292, 5.0897842 52.0772426, 5.089783 52.0772438, 5.0897741 52.0772406, 5.0897718 52.077243))",['Living'],Node_11
267151812,"(52.07909836094367, 5.086501318652909)",yes,,"POLYGON ((5.0865679 52.0791094, 5.0864242 52.0790594, 5.0864072 52.0790773, 5.0865797 52.0791377, 5.0865956 52.0791207, 5.0865669 52.0791105, 5.0865679 52.0791094))","['Education', 'Entertainment']",Node_4
267151814,"(52.07762390401758, 5.090479985191428)",yes,,"POLYGON ((5.0904746 52.0776037, 5.0904493 52.0776309, 5.090487 52.0776442, 5.0904886 52.0776426, 5.0904873 52.0776421, 5.0905105 52.0776172, 5.0904746 52.0776037))","['Living', 'Commerce', 'Healthcare', 'Entertainment']",Node_12
267151822,"(52.07862144791224, 5.0851476085488345)",yes,,"POLYGON ((5.085111 52.0786198, 5.0851651 52.078639, 5.0851631 52.0786413, 5.0851656 52.0786422, 5.0851841 52.0786229, 5.0851271 52.0786027, 5.085111 52.0786198))","['Living', 'Working', 'Commerce', 'Healthcare']",Node_1
267151824,"(52.07774697954583, 5.091811378002598)",yes,,"POLYGON ((5.0917805 52.077754, 5.0918162 52.0777676, 5.0918409 52.0777411, 5.0918422 52.0777415, 5.0918436 52.07774, 5.0918059 52.0777267, 5.0917805 52.077754))","['Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_13
267151835,"(52.075076101093266, 5.08844522214028)",yes,,"POLYGON ((5.0883877 52.07507, 5.0884833 52.0751037, 5.0885026 52.075083, 5.0884639 52.0750682, 5.0884294 52.0750562, 5.0884076 52.0750486, 5.0883877 52.07507))","['Living', 'Working', 'Healthcare']",Node_169
267151849,"(52.077774328681485, 5.091785767638975)",yes,,"POLYGON ((5.0917805 52.077754, 5.0917551 52.0777814, 5.0917928 52.0777947, 5.0917943 52.0777931, 5.0917931 52.0777926, 5.0918162 52.0777676, 5.0917805 52.077754))","['Living', 'Working']",Node_13
267151877,"(52.07674120036635, 5.08806672756135)",apartments,,"POLYGON ((5.0883129 52.076376, 5.087624 52.0771184, 5.0877635 52.0771668, 5.0881702 52.076731, 5.0885082 52.0763637, 5.0883696 52.0763148, 5.0883129 52.076376))",['Living'],Node_6
267151879,"(52.07839478045663, 5.084952847927788)",yes,,"POLYGON ((5.0849225 52.0784051, 5.0849539 52.0784165, 5.0849832 52.0783847, 5.0849484 52.078372, 5.084947 52.0783735, 5.0849504 52.0783749, 5.0849225 52.0784051))","['Living', 'Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_1
267151881,"(52.075475710472624, 5.089577944085861)",yes,,"POLYGON ((5.0895431 52.0754775, 5.0895794 52.0754903, 5.0895855 52.0754846, 5.089603 52.0754902, 5.0896157 52.075477, 5.0895613 52.0754578, 5.0895431 52.0754775))","['Living', 'Working', 'Healthcare', 'Education']",Node_10
267151890,"(52.07842346510277, 5.088394879127893)",yes,,"POLYGON ((5.0883029 52.0784165, 5.0884215 52.0784589, 5.0884699 52.0784066, 5.0884277 52.0783918, 5.0883972 52.0784247, 5.0883203 52.0783976, 5.0883029 52.0784165))","['Working', 'Commerce', 'Education', 'Entertainment']",Node_168
267151895,"(52.07421559008387, 5.0880020540343045)",apartments,,"POLYGON ((5.0878542 52.0742876, 5.0879763 52.0743303, 5.0880727 52.0742271, 5.0880713 52.0742266, 5.0881492 52.074143, 5.0880496 52.0741073, 5.0880296 52.0741002, 5.0878542 52.0742876))",['Living'],Node_169
267151899,"(52.076915544558155, 5.085828458346619)",yes,,"POLYGON ((5.0858186 52.076896, 5.085796 52.0769203, 5.0858382 52.0769351, 5.085862 52.0769094, 5.0858594 52.0769086, 5.0858579 52.0769099, 5.0858186 52.076896))","['Working', 'Healthcare', 'Entertainment']",Node_5
267151903,"(52.07816596466873, 5.08386284350075)",yes,,"POLYGON ((5.0838252 52.0781391, 5.0838059 52.0781597, 5.0839002 52.0781929, 5.0839197 52.0781721, 5.0839109 52.078169, 5.0838712 52.0781551, 5.0838252 52.0781391))","['Living', 'Working', 'Education', 'Entertainment']",Node_0
267151915,"(52.076164492780165, 5.086181176695814)",apartments,,"POLYGON ((5.0861886 52.0762556, 5.086685 52.0757209, 5.0865461 52.0756719, 5.0865125 52.0757085, 5.0861101 52.0761419, 5.0856775 52.0766079, 5.0858161 52.076657, 5.0861886 52.0762556))",['Living'],Node_2
267151917,"(52.07653674524933, 5.092348706452263)",yes,,"POLYGON ((5.0923201 52.0765421, 5.0923526 52.0765534, 5.0923498 52.0765562, 5.0923528 52.0765573, 5.0923772 52.076531, 5.0923419 52.0765187, 5.0923201 52.0765421))","['Education', 'Entertainment']",Node_215
267151923,"(52.07534555131733, 5.089567875528569)",yes,,"POLYGON ((5.0895152 52.0753767, 5.0895511 52.0753893, 5.0896205 52.0753147, 5.0895808 52.0753007, 5.0895793 52.0753023, 5.089583 52.0753036, 5.0895152 52.0753767))","['Living', 'Working', 'Commerce', 'Education', 'Entertainment']",Node_10
267151925,"(52.07900657265754, 5.086683906876655)",yes,,"POLYGON ((5.0866543 52.0790177, 5.0866828 52.0790278, 5.0867115 52.0789972, 5.0867151 52.0789982, 5.0867164 52.0789966, 5.0866847 52.0789855, 5.0866543 52.0790177))","['Living', 'Healthcare', 'Education']",Node_4
267151966,"(52.07465500455404, 5.087244066526277)",yes,,"POLYGON ((5.0871836 52.0746452, 5.0872863 52.074681, 5.0872845 52.0746835, 5.0872874 52.0746842, 5.0873042 52.0746649, 5.0871996 52.0746278, 5.0871836 52.0746452))","['Living', 'Healthcare', 'Education', 'Entertainment']",Node_8
267151968,"(52.07315564562629, 5.088654297107145)",yes,,"POLYGON ((5.0886215 52.0731587, 5.0886668 52.0731747, 5.0886872 52.0731526, 5.0886416 52.0731366, 5.0886215 52.0731587))","['Living', 'Working', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_170
267151970,"(52.0745060747307, 5.087220847645313)",yes,,"POLYGON ((5.0871784 52.0745296, 5.0872101 52.0745407, 5.0872633 52.0744826, 5.0872275 52.0744704, 5.0872262 52.074472, 5.0872301 52.0744733, 5.0871784 52.0745296))","['Education', 'Entertainment']",Node_8
267151985,"(52.07677163903708, 5.088741191590103)",yes,,"POLYGON ((5.0887546 52.0767481, 5.0887425 52.0767438, 5.0887246 52.0767468, 5.0886921 52.0767819, 5.0887511 52.0768025, 5.08879 52.0767606, 5.0887546 52.0767481))","['Living', 'Healthcare', 'Education', 'Entertainment']",Node_7
267151996,"(52.07901639096529, 5.086266543311806)",yes,,"POLYGON ((5.0863046 52.0790178, 5.0862456 52.0789973, 5.0862274 52.0790165, 5.0862308 52.0790176, 5.0862322 52.0790161, 5.0862877 52.0790355, 5.0863046 52.0790178))","['Living', 'Working']",Node_4
267152062,"(52.07792399667657, 5.090205985927659)",yes,,"POLYGON ((5.0901546 52.0779487, 5.0901977 52.0779637, 5.0902575 52.0778992, 5.0902522 52.0778973, 5.090252 52.0778975, 5.0902142 52.0778843, 5.0901546 52.0779487))","['Working', 'Commerce', 'Education', 'Entertainment']",Node_12
267152066,"(52.075691882024785, 5.086127843109817)",yes,,"POLYGON ((5.0860891 52.0756969, 5.0861261 52.0757099, 5.0861396 52.0757147, 5.0861655 52.0756855, 5.0861273 52.075672, 5.0861101 52.0756748, 5.0860891 52.0756969))","['Working', 'Healthcare', 'Entertainment']",Node_2
267152081,"(52.07404454498642, 5.094839577013729)",yes,,"POLYGON ((5.0936636 52.0737689, 5.0937147 52.073788, 5.0937765 52.0738111, 5.0936982 52.0738956, 5.0941053 52.0740421, 5.094122 52.0740481, 5.0941863 52.0740712, 5.0942313 52.0740875, 5.094224 52.0740953, 5.0952459 52.0744549, 5.0952287 52.0744732, 5.0953739 52.0745251, 5.0956001 52.074606, 5.0957739 52.074668, 5.0957752 52.0746684, 5.0960841 52.0743353, 5.0959188 52.074276, 5.0960067 52.0741814, 5.0956731 52.0740637, 5.0955849 52.0741585, 5.0949025 52.073917, 5.0950552 52.0737521, 5.0946047 52.0735931, 5.0944751 52.0736238, 5.094071 52.0734814, 5.0939804 52.0734495, 5.0939652 52.0734442, 5.0939626 52.0734451, 5.0936636 52.0737689))","['Working', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_109
267152086,"(52.0751412875021, 5.093957370008141)",apartments,,"POLYGON ((5.0932131 52.075002, 5.0932565 52.0750173, 5.0932989 52.0750323, 5.0933478 52.0750495, 5.0933665 52.0750561, 5.0933673 52.0750553, 5.0933969 52.0750658, 5.0933952 52.075068, 5.0934033 52.0750708, 5.0934052 52.0750686, 5.0934632 52.0750892, 5.0934618 52.0750905, 5.0934659 52.075092, 5.0934694 52.0750933, 5.0934706 52.0750922, 5.0935237 52.0751109, 5.0935222 52.0751128, 5.0935294 52.0751152, 5.0935311 52.0751134, 5.0935885 52.0751337, 5.0935893 52.075134, 5.0935884 52.0751352, 5.0935959 52.075138, 5.093597 52.0751368, 5.0936504 52.0751555, 5.0936488 52.0751573, 5.0936558 52.0751598, 5.0936576 52.0751579, 5.0936847 52.0751675, 5.0937162 52.0751787, 5.0937149 52.0751799, 5.0937189 52.0751813, 5.0937225 52.0751826, 5.0937239 52.0751811, 5.0937775 52.0751999, 5.0937756 52.075202, 5.093779 52.0752033, 5.0937826 52.0752045, 5.0937845 52.0752023, 5.093843 52.075223, 5.0938415 52.0752246, 5.0938491 52.0752272, 5.0938506 52.0752256, 5.0939041 52.0752445, 5.0939021 52.0752467, 5.0939092 52.0752491, 5.0939111 52.075247, 5.0939699 52.0752678, 5.093968 52.0752698, 5.0939705 52.0752708, 5.093965 52.075277, 5.0939637 52.0752767, 5.0939467 52.0752949, 5.094332 52.0754296, 5.0943546 52.0754053, 5.0944433 52.0754366, 5.0944442 52.0754356, 5.0944959 52.0753796, 5.0945216 52.0753518, 5.0945704 52.0753689, 5.0946217 52.0753138, 5.094643 52.0752909, 5.0946749 52.0752566, 5.0946058 52.0752326, 5.0935223 52.0748509, 5.0934721 52.0749055, 5.093435 52.0748925, 5.0933881 52.0748758, 5.0933446 52.0748604, 5.0932131 52.075002))",['Living'],Node_217
